file,line_count,method_count
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPPNTypeSearch.Designer.vb",95,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPPNTypeSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPPNTypeSearch.vb",51,9
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPTBOMSrch.Designer.vb",127,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPTBOMSrch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPTBOMSrch.vb",212,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPackagingSearch.designer.vb",123,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPackagingSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPackagingSearch.vb",116,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartNumberSearch.designer.vb",181,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartNumberSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartNumberSearch.vb",3770,15
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartnerSearch.Designer.vb",133,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartnerSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPartnerSearch.vb",478,12
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProdStrucSearch.designer.vb",125,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProdStrucSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProdStrucSearch.vb",365,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProjectAccountSearch.Designer.vb",157,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProjectAccountSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FProjectAccountSearch.vb",234,12
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseOrderSearch.Designer.vb",156,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseOrderSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseOrderSearch.vb",1167,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseReceiptSearch.Designer.vb",156,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseReceiptSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FPurchaseReceiptSearch.vb",119,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeQCSearch.Designer.vb",122,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeQCSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeQCSearch.vb",69,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeReturnSearch.Designer.vb",130,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeReturnSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeReturnSearch.vb",67,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeSOSearch.Designer.vb",122,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeSOSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FReasonCodeSOSearch.vb",96,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRequisitionSearch.Designer.vb",229,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRequisitionSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRequisitionSearch.vb",817,12
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRoutingSearch.designer.vb",123,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRoutingSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FRoutingSearch.vb",325,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftRequestSearch.designer.vb",156,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftRequestSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftRequestSearch.vb",262,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftSearch.designer.vb",175,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGiftSearch.vb",356,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGlobalSearch.designer.vb",159,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGlobalSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOGlobalSearch.vb",166,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOInternalSearch.designer.vb",157,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOInternalSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSOInternalSearch.vb",206,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderDetailSearch.designer.vb",167,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderDetailSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderDetailSearch.vb",219,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderRecapSearch.designer.vb",170,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderRecapSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderRecapSearch.vb",700,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderSearch.Designer.vb",167,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderSearch.vb",2297,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderShipmentSearch.Designer.vb",175,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderShipmentSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSalesOrderShipmentSearch.vb",420,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSpacerSearch.designer.vb",131,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSpacerSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FSpacerSearch.vb",85,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FStockOpnameSearch.designer.vb",164,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FStockOpnameSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FStockOpnameSearch.vb",250,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTaxClassSearch.Designer.vb",131,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTaxClassSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTaxClassSearch.vb",90,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FToolSearch.Designer.vb",123,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FToolSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FToolSearch.vb",59,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTransferSearch.Designer.vb",175,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTransferSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FTransferSearch.vb",563,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUMSearch.Designer.vb",123,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUMSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUMSearch.vb",226,11
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUserApprovalSearch.Designer.vb",87,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUserApprovalSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FUserApprovalSearch.vb",56,9
"Alkindo Solution/AlkindoPT.Project/__Browse References/FVoucherSearch.designer.vb",289,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FVoucherSearch.resx",126,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FVoucherSearch.vb",399,15
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWCSearch.designer.vb",123,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWCSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWCSearch.vb",141,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWIPPartNumberSearch.Designer.vb",124,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWIPPartNumberSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWIPPartNumberSearch.vb",162,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOReceiptSearch.designer.vb",154,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOReceiptSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOReceiptSearch.vb",263,10
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWORoutingSearch.designer.vb",196,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWORoutingSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWORoutingSearch.vb",1839,19
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOSearch.designer.vb",154,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWOSearch.vb",951,14
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWasteSearch.designer.vb",159,3
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWasteSearch.resx",123,0
"Alkindo Solution/AlkindoPT.Project/__Browse References/FWasteSearch.vb",106,11
"Alkindo Solution/AlkindoPT.Project/__General Form/CustomDesignForm.resx",640,0
"Alkindo Solution/AlkindoPT.Project/__General Form/CustomDesignForm.vb",1189,5
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr.Designer.vb",601,3
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr.resx",126,0
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr.vb",359,13
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr0.designer.vb",401,3
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr0.resx",126,0
"Alkindo Solution/AlkindoPT.Project/__General Form/FCodeMstr0.vb",323,12
"Alkindo Solution/AlkindoPT.Project/__General Form/frmExport.Designer.vb",62,3
"Alkindo Solution/AlkindoPT.Project/__General Form/frmExport.resx",120,0
"Alkindo Solution/AlkindoPT.Project/__General Form/frmExport.vb",3,0
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialog.Designer.vb",171,3
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialog.resx",440,0
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialog.vb",194,12
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialogReport.Designer.vb",1407,3
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialogReport.resx",446,0
"Alkindo Solution/AlkindoPT.Project/__General Form/frmPrintDialogReport.vb",48,6
"Alkindo Solution/AlkindoPT.Project/app.config",53,0
"Alkindo Solution/AlkindoPT.Project/packages.config",4,0
